4,9952278

5,3146

6,176391

7,1832

8,1595

9,805

10,827

11,775

12,520

13,532

14,514

15,463

16,477

17,460

18,442

19,420

20,386

21,390

22,381

23,387

24,396

25,362

26,363

27,361

28,353

29,364

30,355

31,354

32,351

33,337

34,350

35,356

36,345

37,351

38,337

39,331

40,344

41,411

42,532

43,23663

44,611

45,547

46,507

47,526

48,499

49,431

50,399

51,385

52,375

53,375

54,364

55,360

56,380

57,375

58,374

59,369

60,357

61,371

62,376

63,371

64,389

65,390

66,399

67,412

68,394

69,404

70,373

71,367

72,372

73,339

74,343

75,350

76,341

77,349

78,339

79,350

80,363

81,348

82,360

83,367

84,354

85,367

86,380

87,382

88,387

89,384

90,390

91,368

92,364

93,379

94,359

95,363

96,353

97,341

98,350

99,346

100,340

101,351

102,367

103,376

104,374

105,364

106,399

107,486

108,405

109,368

110,339

111,335

112,323

113,306

114,311

115,302

116,301

117,298

118,283

119,289

120,292

121,291

122,298

123,286

124,285

125,287

126,281

127,289

128,286

129,292

130,294

131,274

132,270

133,267

134,258

135,266

136,259

137,260

138,265

139,263

140,265

141,258

142,253

143,254

144,240

145,248

146,247

147,240

148,244

149,234

150,223

151,228

152,230

153,234

154,237

155,241

156,245

157,234

158,237

159,243

160,238

161,245

162,246

163,240

164,247

165,252

166,259

167,262

168,263

169,265

170,260

171,264

172,266

173,257

174,261

175,258

176,252

177,258

178,254

179,255

180,258

181,257

182,263

183,262

184,266

185,271

186,262

187,265

188,265

189,255

190,262

191,262

192,262

193,269

194,272

195,278

196,285

197,289

198,293

199,283

200,287

201,280

202,264

203,272

204,265

205,254

206,257

207,248

208,245

209,248

210,244

211,246

212,245

213,251

214,257

215,256

216,254

217,247

218,244

219,252

220,252

221,255

222,261

223,259

224,261

225,263

226,262

227,271

228,262

229,268

230,266

231,254

232,254

233,251

234,252

235,259

236,259

237,268

238,275

239,273

240,276

241,271

242,274

243,273

244,269

245,278

246,277

247,281

248,288

249,278

250,275

251,277

252,273

253,279

254,276

255,277

256,280

257,271

258,283

259,286

260,276

261,287

262,284

263,282

264,289

265,290

266,295

267,300

268,303

269,309

270,307

271,311

272,319

273,310

274,318

275,308

276,303

277,311

278,304

279,305

280,309

281,307

282,312

283,302

284,308

285,314

286,300

287,305

288,300

289,289

290,298

291,294

292,294

293,297

294,295

295,301

296,303

297,304

298,312

299,306

300,319

301,323

302,308

303,320

304,320

305,314

306,314

307,300

308,302

309,303

310,309

311,319

312,315

313,325

314,328

315,322

316,334

317,332

318,325

319,332

320,303

321,286

322,272

323,272

324,273

325,268

326,282

327,291

328,281

329,292

330,298

331,284

332,289

333,283

334,282

335,281

336,275

337,278

338,272

339,274

340,284

341,275

342,278

343,281

344,274

345,288

346,292

347,291

348,300

349,306

350,311

351,309

352,308

353,313

354,301

355,307

356,310

357,295

358,311

359,317

360,316

361,330

362,326

